index	path_json	canonical_path_json	type	encrypted	compression_method	compression_name	flag_bits	crc32	compressed_size	uncompressed_size	date_time_json	create_system	create_version	extract_version	external_attr	unix_mode	header_offset	extra_hex	comment_hex
76	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/nhrpd/"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/nhrpd"	directory	false	0	stored	0	00000000	0	0	[2026,7,20,23,48,14]	3	20	20	1107099648	040775	97706	75780b000104f5010000041400000055540500013f435e6a	
77	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._nhrpd"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._nhrpd"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,14]	3	20	20	2180841472	100775	97846	75780b000104f5010000041400000055540500013f435e6a	
78	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/python/"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/python"	directory	false	0	stored	0	00000000	0	0	[2026,7,20,23,48,14]	3	20	20	1107099648	040775	98098	75780b000104f5010000041400000055540500013f435e6a	
79	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._python"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._python"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,14]	3	20	20	2180841472	100775	98239	75780b000104f5010000041400000055540500013f435e6a	
80	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/ripngd/"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/ripngd"	directory	false	0	stored	0	00000000	0	0	[2026,7,20,23,48,14]	3	20	20	1107099648	040775	98492	75780b000104f5010000041400000055540500013f435e6a	
81	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._ripngd"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._ripngd"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,14]	3	20	20	2180841472	100775	98633	75780b000104f5010000041400000055540500013f435e6a	
82	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/grpc/"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/grpc"	directory	false	0	stored	0	00000000	0	0	[2026,7,20,23,48,14]	3	20	20	1107099648	040775	98886	75780b000104f5010000041400000055540500013f435e6a	
83	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._grpc"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._grpc"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,14]	3	20	20	2180841472	100775	99025	75780b000104f5010000041400000055540500013f435e6a	
84	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/zebra/"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/zebra"	directory	false	0	stored	0	00000000	0	0	[2026,7,20,23,48,16]	3	20	20	1107099648	040775	99276	75780b000104f50100000414000000555405000140435e6a	
85	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._zebra"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._zebra"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,16]	3	20	20	2180841472	100775	99416	75780b000104f50100000414000000555405000140435e6a	
86	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/mgmtd/"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/mgmtd"	directory	false	0	stored	0	00000000	0	0	[2026,7,20,23,48,14]	3	20	20	1107099648	040775	99668	75780b000104f5010000041400000055540500013f435e6a	
87	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._mgmtd"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._mgmtd"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,14]	3	20	20	2180841472	100775	99808	75780b000104f5010000041400000055540500013f435e6a	
88	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/include/"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/include"	directory	false	0	stored	0	00000000	0	0	[2026,7,20,23,48,14]	3	20	20	1107099648	040775	100060	75780b000104f5010000041400000055540500013f435e6a	
89	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._include"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._include"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,14]	3	20	20	2180841472	100775	100202	75780b000104f5010000041400000055540500013f435e6a	
90	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests/"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/tests"	directory	false	0	stored	0	00000000	0	0	[2026,7,20,23,48,16]	3	20	20	1107099648	040775	100456	75780b000104f50100000414000000555405000140435e6a	
91	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._tests"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._tests"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,16]	3	20	20	2180841472	100775	100596	75780b000104f50100000414000000555405000140435e6a	
92	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/mlag/"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/mlag"	directory	false	0	stored	0	00000000	0	0	[2026,7,20,23,48,14]	3	20	20	1107099648	040775	100848	75780b000104f5010000041400000055540500013f435e6a	
93	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._mlag"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._mlag"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,14]	3	20	20	2180841472	100775	100987	75780b000104f5010000041400000055540500013f435e6a	
94	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/fpm/"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/fpm"	directory	false	0	stored	0	00000000	0	0	[2026,7,20,23,48,14]	3	20	20	1107099648	040775	101238	75780b000104f5010000041400000055540500013f435e6a	
95	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._fpm"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._fpm"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,14]	3	20	20	2180841472	100775	101376	75780b000104f5010000041400000055540500013f435e6a	
96	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/bgpd/"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/bgpd"	directory	false	0	stored	0	00000000	0	0	[2026,7,20,23,48,14]	3	20	20	1107099648	040775	101626	75780b000104f5010000041400000055540500013f435e6a	
97	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._bgpd"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._bgpd"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,14]	3	20	20	2180841472	100775	101765	75780b000104f5010000041400000055540500013f435e6a	
98	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/ldpd/"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/ldpd"	directory	false	0	stored	0	00000000	0	0	[2026,7,20,23,48,14]	3	20	20	1107099648	040775	102016	75780b000104f5010000041400000055540500013f435e6a	
99	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._ldpd"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._ldpd"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,14]	3	20	20	2180841472	100775	102155	75780b000104f5010000041400000055540500013f435e6a	
100	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/config.version.in"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/config.version.in"	file	false	8	deflated	8	00af03c1	146	194	[2026,7,20,23,48,14]	3	20	20	2176057344	100664	102406	75780b000104f5010000041400000055540500013f435e6a	
101	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._config.version.in"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._config.version.in"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,14]	3	20	20	2176057344	100664	102719	75780b000104f5010000041400000055540500013f435e6a	
102	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/vtysh/"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/vtysh"	directory	false	0	stored	0	00000000	0	0	[2026,7,20,23,48,16]	3	20	20	1107099648	040775	102983	75780b000104f50100000414000000555405000140435e6a	
103	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._vtysh"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._vtysh"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,16]	3	20	20	2180841472	100775	103123	75780b000104f50100000414000000555405000140435e6a	
104	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/isisd/"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/isisd"	directory	false	0	stored	0	00000000	0	0	[2026,7,20,23,48,14]	3	20	20	1107099648	040775	103375	75780b000104f5010000041400000055540500013f435e6a	
105	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._isisd"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._isisd"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,14]	3	20	20	2180841472	100775	103515	75780b000104f5010000041400000055540500013f435e6a	
106	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/Makefile.am"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/Makefile.am"	file	false	8	deflated	8	3c6888a0	3716	10852	[2026,7,20,23,48,14]	3	20	20	2176057344	100664	103767	75780b000104f5010000041400000055540500013f435e6a	
107	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._Makefile.am"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._Makefile.am"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,14]	3	20	20	2176057344	100664	107644	75780b000104f5010000041400000055540500013f435e6a	
108	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/README.md"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/README.md"	file	false	8	deflated	8	066d180b	1624	3809	[2026,7,20,23,48,14]	3	20	20	2176057344	100664	107902	75780b000104f5010000041400000055540500013f435e6a	
109	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._README.md"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._README.md"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,14]	3	20	20	2176057344	100664	109685	75780b000104f5010000041400000055540500013f435e6a	
110	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/pimd/"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/pimd"	directory	false	0	stored	0	00000000	0	0	[2026,7,20,23,48,14]	3	20	20	1107099648	040775	109941	75780b000104f5010000041400000055540500013f435e6a	
111	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._pimd"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._pimd"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,14]	3	20	20	2180841472	100775	110080	75780b000104f5010000041400000055540500013f435e6a	
112	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/qpb/"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/qpb"	directory	false	0	stored	0	00000000	0	0	[2026,7,20,23,48,14]	3	20	20	1107099648	040775	110331	75780b000104f5010000041400000055540500013f435e6a	
113	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._qpb"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._qpb"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,14]	3	20	20	2180841472	100775	110469	75780b000104f5010000041400000055540500013f435e6a	
114	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/COPYING"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/COPYING"	file	false	8	deflated	8	57bdc616	524	896	[2026,7,20,23,48,14]	3	20	20	2176057344	100664	110719	75780b000104f5010000041400000055540500013f435e6a	
115	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._COPYING"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._COPYING"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,14]	3	20	20	2176057344	100664	111400	75780b000104f5010000041400000055540500013f435e6a	
116	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/.dockerignore"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/.dockerignore"	file	false	8	deflated	8	4abe9958	58	90	[2026,7,20,23,48,14]	3	20	20	2176057344	100664	111654	75780b000104f5010000041400000055540500013f435e6a	
117	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._.dockerignore"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._.dockerignore"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,14]	3	20	20	2176057344	100664	111875	75780b000104f5010000041400000055540500013f435e6a	
118	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/bootstrap.sh"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/bootstrap.sh"	file	false	8	deflated	8	12505839	157	220	[2026,7,20,23,48,14]	3	20	20	2180841472	100775	112135	75780b000104f5010000041400000055540500013f435e6a	
119	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._bootstrap.sh"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._bootstrap.sh"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,14]	3	20	20	2180841472	100775	112454	75780b000104f5010000041400000055540500013f435e6a	
120	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/.gitignore"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/.gitignore"	file	false	8	deflated	8	de88967d	600	1183	[2026,7,20,23,48,14]	3	20	20	2176057344	100664	112713	75780b000104f5010000041400000055540500013f435e6a	
121	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._.gitignore"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._.gitignore"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,14]	3	20	20	2176057344	100664	113473	75780b000104f5010000041400000055540500013f435e6a	
122	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/watchfrr/"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/watchfrr"	directory	false	0	stored	0	00000000	0	0	[2026,7,20,23,48,16]	3	20	20	1107099648	040775	113730	75780b000104f50100000414000000555405000140435e6a	
123	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._watchfrr"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._watchfrr"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,16]	3	20	20	2180841472	100775	113873	75780b000104f50100000414000000555405000140435e6a	
124	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/.clang-format"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/.clang-format"	file	false	8	deflated	8	9618ea91	2288	6465	[2026,7,20,23,48,14]	3	20	20	2176057344	100664	114128	75780b000104f5010000041400000055540500013f435e6a	
125	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._.clang-format"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._.clang-format"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,14]	3	20	20	2176057344	100664	116579	75780b000104f5010000041400000055540500013f435e6a	
126	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/.github/"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/.github"	directory	false	0	stored	0	00000000	0	0	[2026,7,20,23,48,14]	3	20	20	1107099648	040775	116839	75780b000104f5010000041400000055540500013f435e6a	
127	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._.github"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._.github"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,14]	3	20	20	2180841472	100775	116981	75780b000104f5010000041400000055540500013f435e6a	
128	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/lib/"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/lib"	directory	false	0	stored	0	00000000	0	0	[2026,7,20,23,48,14]	3	20	20	1107099648	040775	117235	75780b000104f5010000041400000055540500013f435e6a	
129	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._lib"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._lib"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,14]	3	20	20	2180841472	100775	117373	75780b000104f5010000041400000055540500013f435e6a	
130	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/staticd/"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/staticd"	directory	false	0	stored	0	00000000	0	0	[2026,7,20,23,48,14]	3	20	20	1107099648	040775	117623	75780b000104f5010000041400000055540500013f435e6a	
131	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._staticd"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._staticd"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,14]	3	20	20	2180841472	100775	117765	75780b000104f5010000041400000055540500013f435e6a	
132	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/m4/"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/m4"	directory	false	0	stored	0	00000000	0	0	[2026,7,20,23,48,14]	3	20	20	1107099648	040775	118019	75780b000104f5010000041400000055540500013f435e6a	
133	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._m4"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._m4"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,14]	3	20	20	2180841472	100775	118156	75780b000104f5010000041400000055540500013f435e6a	
134	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/doc/"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/doc"	directory	false	0	stored	0	00000000	0	0	[2026,7,20,23,48,14]	3	20	20	1107099648	040775	118405	75780b000104f5010000041400000055540500013f435e6a	
135	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._doc"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._doc"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,14]	3	20	20	2180841472	100775	118543	75780b000104f5010000041400000055540500013f435e6a	
136	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/.git"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/.git"	file	false	8	deflated	8	88deb0d7	90	97	[2026,7,20,23,48,14]	3	20	20	2176057344	100664	118793	75780b000104f5010000041400000055540500013f435e6a	
137	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._.git"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._.git"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,14]	3	20	20	2176057344	100664	119037	75780b000104f5010000041400000055540500013f435e6a	
138	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/redhat/"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/redhat"	directory	false	0	stored	0	00000000	0	0	[2026,7,20,23,48,14]	3	20	20	1107099648	040775	119288	75780b000104f5010000041400000055540500013f435e6a	
139	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._redhat"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._redhat"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,14]	3	20	20	2180841472	100775	119429	75780b000104f5010000041400000055540500013f435e6a	
140	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/pceplib/"	"specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/pceplib"	directory	false	0	stored	0	00000000	0	0	[2026,7,20,23,48,14]	3	20	20	1107099648	040775	119682	75780b000104f5010000041400000055540500013f435e6a	
141	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._pceplib"	"__MACOSX/specula-frr-cr5-artifacts-20260722/cr5-patched-worktree-20260720-234815/._pceplib"	file	false	8	deflated	8	60facaa4	86	163	[2026,7,20,23,48,14]	3	20	20	2180841472	100775	119824	75780b000104f5010000041400000055540500013f435e6a	
